Title,Image,_287661cb_URL,c4fc20ba,f343d9ce,_7afabd84,_4b74b8bb,_4720d1a0,_4720d1a01,_4720d1a02,_85d9f2e2,_3d84afe9
An Apartment Which Is Up For Sale At Bakalia Near To Miyar Baper Masjid,https://images-cdn.bproperty.com/thumbnails/889493-400x300.jpeg,https://www.bproperty.com/en/property/details-1930025.html,BDT,40 Lakh,"17 No West Bakalia Ward, Bakalia, Chattogram",Apartment,2,2,785 sqft, Call, Email
1050 Sq Ft Flat Is Now Available For Sale Nearby Kotwali Jame Masjid In Kotwali,https://images-cdn.bproperty.com/thumbnails/965732-400x300.jpeg,https://www.bproperty.com/en/property/details-2001003.html,BDT,68 Lakh,"Patharghata, Kotwali, Chattogram",Apartment,3,3,"1,050 sqft", Call, Email
Buy This Flat Of 1600 Sq Ft At 9 No. North Pahartali Ward,https://images-cdn.bproperty.com/thumbnails/1113983-400x300.jpeg,https://www.bproperty.com/en/property/details-3610235.html,BDT,88 Lakh,"Lake Valley R/A, 9 No. North Pahartali Ward, Chattogram",Apartment,3,4,"1,742 sqft", Call, Email
Amazing Flat Of 1742 Sq Ft With A Lake View Is Available For Sale At Lake Valley R/A,https://images-cdn.bproperty.com/thumbnails/1111565-400x300.jpeg,https://www.bproperty.com/en/property/details-3610233.html,BDT,90 Lakh,"Lake Valley R/A, 9 No. North Pahartali Ward, Chattogram",Apartment,3,4,"1,742 sqft", Call, Email
"2680 Sq Ft Residential Plot Is Up For Sale At Sholokbahar, Al-madani Road",https://images-cdn.bproperty.com/thumbnails/1100855-400x300.jpeg,https://www.bproperty.com/en/property/details-5029433.html,BDT,1.8 Crore,"Sholokbahar, Chattogram",Plot,"2,680 sqft",,, Call, Email
Properly Designed This 1655 Square Feet Apartment Is Now Up For Sale In 14 No. Lalkhan Bazaar Ward.,https://images-cdn.bproperty.com/thumbnails/1050560-400x300.jpeg,https://www.bproperty.com/en/property/details-3679344.html,BDT,1.08 Crore,"Dampara, 14 No. Lalkhan Bazaar Ward, Lal Khan Bazaar, Chattogram",Apartment,3,4,"1,655 sqft", Call, Email
"In Chasma Hill R/A, A 2.3 katha Residential Plot For Sale",https://images-cdn.bproperty.com/thumbnails/1166262-400x300.jpeg,https://www.bproperty.com/en/property/details-4969093.html,BDT,1 Crore,"7 No. West Sholoshohor Ward, Chattogram",Plot,"1,720 sqft",,, Call, Email
"At Kazir Dewri, A 1777 Sq Ft Nice Flat Up For Sale Near Central Public School & College",https://images-cdn.bproperty.com/thumbnails/778245-400x300.jpeg,https://www.bproperty.com/en/property/details-1996792.html,BDT,1 Crore,"Kazir Dewri, Chattogram",Apartment,3,3,"1,777 sqft", Call, Email
A Decent 1051 Sq Ft Flat Which Is Near To Kotwali Jame Masjid Is Now For Sale In Kotwali,https://images-cdn.bproperty.com/thumbnails/965837-400x300.jpeg,https://www.bproperty.com/en/property/details-2001005.html,BDT,63 Lakh,"Patharghata, Kotwali, Chattogram",Apartment,3,3,"1,051 sqft", Call, Email
Apartment For Sale In Lal Khan Bazaar Nearby Lal Khan Bazaar Jame Masjid,https://images-cdn.bproperty.com/thumbnails/1024438-400x300.jpeg,https://www.bproperty.com/en/property/details-1996311.html,BDT,78 Lakh,"Dampara, 14 No. Lalkhan Bazaar Ward, Lal Khan Bazaar, Chattogram",Apartment,3,3,"1,570 sqft", Call, Email
Apartment for Sale in Muradpur nearby Muradpur Jame Masjid,https://images-cdn.bproperty.com/thumbnails/23094-400x300.jpeg,https://www.bproperty.com/en/property/details-1991789.html,BDT,1.4 Crore,"Nasirabad Housing Society, Muradpur, Chattogram",Apartment,3,4,"2,050 sqft", Call, Email
Apartment for Sale in Muradpur nearby Muradpur Jame Masjid,https://images-cdn.bproperty.com/thumbnails/890627-400x300.jpeg,https://www.bproperty.com/en/property/details-1991765.html,BDT,1.4 Crore,"Nasirabad Housing Society, Muradpur, Chattogram",Apartment,4,4,"2,045 sqft", Call, Email
Your Desired 3-Bedroom Home In Colonel Hat Is Now Vacant For Sale,https://images-cdn.bproperty.com/thumbnails/1074-400x300.jpeg,https://www.bproperty.com/en/property/details-1990355.html,BDT,70 Lakh,"Colonel Jones Road, Colonel Hat, 10 No. North Kattali Ward, Chattogram",Apartment,3,3,"1,397 sqft", Call, Email
"Nice Flat Can Be Found In West Firojshah Colony For Sale, Near Pashchim Ferozshah Jaame Masjid",https://images-cdn.bproperty.com/thumbnails/13434-400x300.jpeg,https://www.bproperty.com/en/property/details-1987388.html,BDT,65 Lakh,"West Firojshah colony, 9 No. North Pahartali Ward, Chattogram",Apartment,3,3,"1,331 sqft", Call, Email
"Apartment For Sale In West Firojshah Colony, Near Pashchim Ferozshah Jaame Masjid",https://images-cdn.bproperty.com/thumbnails/13453-400x300.jpeg,https://www.bproperty.com/en/property/details-1987385.html,BDT,65 Lakh,"West Firojshah colony, 9 No. North Pahartali Ward, Chattogram",Apartment,3,3,"1,331 sqft", Call, Email
1742 SQ FT an amazing flat is now for sale in 9 No. North Pahartali Ward,https://images-cdn.bproperty.com/thumbnails/1018714-400x300.jpeg,https://www.bproperty.com/en/property/details-3610245.html,BDT,86 Lakh,"Lake Valley R/A, 9 No. North Pahartali Ward, Chattogram",Apartment,3,4,"1,742 sqft", Call, Email
"Situated In Sholokbahar, A 1744 Sq Ft Apartment Is Up For Sale",https://images-cdn.bproperty.com/thumbnails/1001571-400x300.jpeg,https://www.bproperty.com/en/property/details-2088514.html,BDT,87 Lakh,"Badurtala, Sholokbahar, Chattogram",Apartment,3,3,"1,744 sqft", Call, Email
A well-constructed 1120 SQ FT flat is ready for sale in Kotwali close to Kotwali Jame Masjid,https://images-cdn.bproperty.com/thumbnails/967747-400x300.jpeg,https://www.bproperty.com/en/property/details-2001007.html,BDT,72 Lakh,"Patharghata, Kotwali, Chattogram",Apartment,3,3,"1,120 sqft", Call, Email
"Luxurious Duplex Can Be Found In Khulshi For Sale, Near Khulshi Colony Jame Masjid",https://images-cdn.bproperty.com/thumbnails/1124-400x300.jpeg,https://www.bproperty.com/en/property/details-1986912.html,BDT,6.5 Crore,"Khulshi Green Housing Society, Khulshi, Chattogram",Duplex,5,5,"6,200 sqft", Call, Email
Exquisite Duplex Is On Sale In Khulshi Nearby Port City University,https://images-cdn.bproperty.com/thumbnails/1161-400x300.jpeg,https://www.bproperty.com/en/property/details-1987374.html,BDT,2.6 Crore,"Zakir Hossain Housing Society, South Khulshi, Khulshi, Chattogram",Duplex,5,4,"3,600 sqft", Call, Email
Flat For Sale In North Kattali Near Pyari Mohon Sen Primary School,https://images-cdn.bproperty.com/thumbnails/31165-400x300.jpeg,https://www.bproperty.com/en/property/details-1974496.html,BDT,66 Lakh,"City Gate, 10 No. North Kattali Ward, Chattogram",Apartment,3,3,"1,572 sqft", Call, Email
Residential Apartment Is On Sale In Zakir Hossain Road Nearby Chattogram Diabetic General Hospital,https://images-cdn.bproperty.com/thumbnails/33153-400x300.jpeg,https://www.bproperty.com/en/property/details-1964686.html,BDT,77.55 Lakh,"9 No. North Pahartali Ward, Chattogram",Apartment,3,3,"1,410 sqft", Call, Email
Flat For Sale In Zakir Hossain Road Near Chattogram Diabetic General Hospital,,https://www.bproperty.com/en/property/details-1964851.html,BDT,78.1 Lakh,"9 No. North Pahartali Ward, Chattogram",Apartment,3,3,"1,420 sqft", Call, Email
Visit This Fascinating Apartment For Sale In Double Mooring Near Chotopole Masjid,,https://www.bproperty.com/en/property/details-1970661.html,BDT,60 Lakh,"24 No. North Agrabad Ward, Double Mooring, Chattogram",Apartment,3,3,"1,266 sqft", Call, Email
"A Full Building Is For Sale In Sugandha Residential Area, Panchlaish.",,https://www.bproperty.com/en/property/details-1963131.html,BDT,10.5 Crore,"Block A, Sugandha Residential Area, Panchlaish, Chattogram",Building,18,10,"10,890 sqft", Call, Email
In Jamal Khan A Standard Flat Is For Sale,https://images-cdn.bproperty.com/thumbnails/982315-400x300.jpeg,https://www.bproperty.com/en/property/details-2082471.html,BDT,95 Lakh,"Jamal Khan, Chattogram",Apartment,3,3,"1,440 sqft", Call, Email
A 1440 Sq. Ft Flat For Sale Covering A Beautiful Area In Jamal Khan,https://images-cdn.bproperty.com/thumbnails/982316-400x300.jpeg,https://www.bproperty.com/en/property/details-2082483.html,BDT,95 Lakh,"Jamal Khan, Chattogram",Apartment,3,3,"1,440 sqft", Call, Email
We Have A 1280 Sq. Ft Flat For Sale In Jamal Khan,https://images-cdn.bproperty.com/thumbnails/982141-400x300.jpeg,https://www.bproperty.com/en/property/details-2082463.html,BDT,82 Lakh,"Jamal Khan, Chattogram",Apartment,3,3,"1,280 sqft", Call, Email
This 1440 Square Feet Flat In Jamal Khan With A Convenient Price Is Up For Sale,https://images-cdn.bproperty.com/thumbnails/982021-400x300.jpeg,https://www.bproperty.com/en/property/details-2082488.html,BDT,95 Lakh,"Jamal Khan, Chattogram",Apartment,3,3,"1,440 sqft", Call, Email
"At 4 No Chandgaon Ward, 4000 Square feet full building is available for sale",https://images-cdn.bproperty.com/thumbnails/972013-400x300.jpeg,https://www.bproperty.com/en/property/details-2077088.html,BDT,1.8 Crore,"4 No Chandgaon Ward, Chattogram",Building,7,8,"4,000 sqft", Call, Email
A Residential Building Of 9000 Sq Ft Is For Sale In Akbarshah Near Akbar Shah Railway Housing Mosque.,https://images-cdn.bproperty.com/thumbnails/907692-400x300.jpeg,https://www.bproperty.com/en/property/details-2044779.html,BDT,6.5 Crore,"9 No. North Pahartali Ward, Chattogram",Building,10,10,"9,000 sqft", Call, Email
"This Ready Apartment At Double Mooring, Near Anandipur Bazar Is Up For Sale.",https://images-cdn.bproperty.com/thumbnails/915147-400x300.jpeg,https://www.bproperty.com/en/property/details-1985470.html,BDT,55 Lakh,"25 No. Rampur Ward, Double Mooring, Chattogram",Apartment,3,3,"1,225 sqft", Call, Email
"In The Location Of Double Mooring, Close To Anandipur Bazar, A Flat Is Up For Sale",https://images-cdn.bproperty.com/thumbnails/904128-400x300.jpeg,https://www.bproperty.com/en/property/details-1985468.html,BDT,60 Lakh,"25 No. Rampur Ward, Double Mooring, Chattogram",Apartment,3,3,"1,400 sqft", Call, Email
Ready Flat Is Now For Sale In West Firojshah Colony Nearby Pashchim Ferozshah Jaame Masjid,https://images-cdn.bproperty.com/thumbnails/154296-400x300.jpeg,https://www.bproperty.com/en/property/details-1959677.html,BDT,68 Lakh,"West Firojshah colony, 9 No. North Pahartali Ward, Chattogram",Apartment,3,3,"1,331 sqft", Call, Email
Visit This Apartment For Sale In West Khulshi Near Chattogram Veterinary and Animal Sciences University.,https://images-cdn.bproperty.com/thumbnails/1073891-400x300.jpeg,https://www.bproperty.com/en/property/details-1945149.html,BDT,44 Lakh,"Jalalabad Housing Society, West Khulshi, 9 No. North Pahartali Ward, Chattogram",Apartment,2,2,"1,025 sqft", Call, Email
Visit This Apartment For Sale In Polytechnic Near Polytechnic Institutions.,https://images-cdn.bproperty.com/thumbnails/1483208-400x300.jpeg,https://www.bproperty.com/en/property/details-1942738.html,BDT,75 Lakh,"Muzaffarnagar Residential Area, Polytechnic, Bayazid, Chattogram",Apartment,3,3,"1,656 sqft", Call, Email
"An Apartment Is Up For Sale In West Sholoshohor , Near Mohammadpur Chowdhury Mosque",https://images-cdn.bproperty.com/thumbnails/1157284-400x300.jpeg,https://www.bproperty.com/en/property/details-1937525.html,BDT,63 Lakh,"7 No. West Sholoshohor Ward, Chattogram",Apartment,3,3,"1,400 sqft", Call, Email
A Beautiful & Furnished Apartment For Sale Is All Set For You In Double Mooring Nearby Mercantile Bank Limited,https://images-cdn.bproperty.com/thumbnails/908774-400x300.jpeg,https://www.bproperty.com/en/property/details-1912615.html,BDT,2 Crore,"24 No. North Agrabad Ward, Double Mooring, Chattogram",Apartment,4,5,"2,750 sqft", Call, Email
A Beautiful Apartment Is Up For Sale At Bayazid Near Chattogram Polytechnic Institute,https://images-cdn.bproperty.com/thumbnails/785787-400x300.jpeg,https://www.bproperty.com/en/property/details-1915210.html,BDT,46 Lakh,"Shyamol Chhaya Residential Area, Chadra Nagar, Bayazid, Chattogram",Apartment,3,2,"1,100 sqft", Call, Email
Get Comfortable In A Nice Flat For Sale In Bayazid Nearby Chattogram Polytechnic Institute,https://images-cdn.bproperty.com/thumbnails/786134-400x300.jpeg,https://www.bproperty.com/en/property/details-1915216.html,BDT,46 Lakh,"Shyamol Chhaya Residential Area, Chadra Nagar, Bayazid, Chattogram",Apartment,3,2,"1,100 sqft", Call, Email
"Picked The Flat, To Reside In A Great Place, Kotwali",https://images-cdn.bproperty.com/thumbnails/16187-400x300.jpeg,https://www.bproperty.com/en/property/details-1950293.html,BDT,70 Lakh,"Patharghata, Kotwali, Chattogram",Apartment,3,3,"1,390 sqft", Call, Email
"An Apartment Of 1700 Sq Ft Is Ready For Sale At Khulshi, Near Khulshi Police Station",https://images-cdn.bproperty.com/thumbnails/1034171-400x300.jpeg,https://www.bproperty.com/en/property/details-1908210.html,BDT,1.3 Crore,"Khulshi, Chattogram",Apartment,3,3,"1,700 sqft", Call, Email
Flat For Sale In Muradpur Near Prabartak Iskcon Sri Krishna Temple,https://images-cdn.bproperty.com/thumbnails/890421-400x300.jpeg,https://www.bproperty.com/en/property/details-1894331.html,BDT,95 Lakh,"Nasirabad Housing Society, Muradpur, Chattogram",Apartment,3,3,"1,800 sqft", Call, Email
Visit This Apartment For Sale In Bakalia Near Bela Khan Jam-E-Masjid.,https://images-cdn.bproperty.com/thumbnails/75922-400x300.jpeg,https://www.bproperty.com/en/property/details-1996474.html,BDT,45 Lakh,"19 No. South Bakalia Ward, Bakalia, Chattogram",Apartment,3,3,"1,082 sqft", Call, Email
An Apartment Is Up For Sale At Colonel Hat Near To Colonel Hat Bus Stop,https://images-cdn.bproperty.com/thumbnails/947-400x300.jpeg,https://www.bproperty.com/en/property/details-1990830.html,BDT,50 Lakh,"Colonel Jones Road, Colonel Hat, 10 No. North Kattali Ward, Chattogram",Apartment,2,2,978 sqft, Call, Email
"This 1,352 Sq. Ft. Apartment Located At Kotwali, Ready For Sale",,https://www.bproperty.com/en/property/details-1950296.html,BDT,65 Lakh,"Patharghata, Kotwali, Chattogram",Apartment,3,3,"1,352 sqft", Call, Email
Visit This Apartment For Sale In Patharghata Near St. Scholastica's Girls' School & College,,https://www.bproperty.com/en/property/details-1950297.html,BDT,64 Lakh,"Patharghata, Kotwali, Chattogram",Apartment,3,3,"1,354 sqft", Call, Email
Visit This Apartment For Sale In Patharghata Near St. Placid's School and College.,,https://www.bproperty.com/en/property/details-1950295.html,BDT,72 Lakh,"Patharghata, Kotwali, Chattogram",Apartment,3,3,"1,580 sqft", Call, Email
"At Bagmoniram, A Ready Flat Is Up For Sale Close To Jame Masjid",,https://www.bproperty.com/en/property/details-1977716.html,BDT,1.55 Crore,"Hillview Residential Area, 15 No. Bagmoniram Ward, Chattogram",Apartment,4,4,"1,811 sqft", Call, Email
An Apartment Is Up For Sale In South Khulshi Near Khulshi Jame Masjid,,https://www.bproperty.com/en/property/details-1967417.html,BDT,90 Lakh,"South Khulshi, Khulshi, Chattogram",Apartment,3,4,"1,800 sqft", Call, Email
Welcome You To The Apartment Place In Kotwali That Is Ready For Sale,,https://www.bproperty.com/en/property/details-1950294.html,BDT,67 Lakh,"Patharghata, Kotwali, Chattogram",Apartment,3,3,"1,350 sqft", Call, Email
Visit This Apartment For Sale In East Nasirabad Near Nasirabad Girls' High School.,https://images-cdn.bproperty.com/thumbnails/167550-400x300.jpeg,https://www.bproperty.com/en/property/details-1941823.html,BDT,95 Lakh,"East Nasirabad, Chattogram",Apartment,3,3,"1,500 sqft", Call, Email
A Residential Building Which Is Up For Sale At Rose Valley Residential Area Near To Akbar Shah (Rah:) Jame Masjid.,https://images-cdn.bproperty.com/thumbnails/171027-400x300.jpeg,https://www.bproperty.com/en/property/details-1926337.html,BDT,10.5 Crore,"Rose Valley Residential Area, 9 No. North Pahartali Ward, Chattogram",Building,21,10,"13,300 sqft", Call, Email
Take This Residential Flat Is For Sale At Bayazid Area Nearby Bangladesh Korea Technical Training Center,https://images-cdn.bproperty.com/thumbnails/930029-400x300.jpeg,https://www.bproperty.com/en/property/details-1853603.html,BDT,52 Lakh,"Shyamol Chhaya Residential Area, Chadra Nagar, Bayazid, Chattogram",Apartment,3,2,"1,162 sqft", Call, Email
"Residential Flat Of 1720 Sq Ft Is For Sale In Nasirabad, Near Chattogram Government Women's College",https://images-cdn.bproperty.com/thumbnails/1111237-400x300.jpeg,https://www.bproperty.com/en/property/details-1811440.html,BDT,1.2 Crore,"East Nasirabad, Chattogram",Apartment,3,3,"1,720 sqft", Call, Email
In The Amazing Location Of Katalganj Residential Area Very Close To Surgiscope Hospital Limited Unit-i This Beautiful Apartment Is Waiting For Sale.,https://images-cdn.bproperty.com/thumbnails/1028888-400x300.jpeg,https://www.bproperty.com/en/property/details-1804506.html,BDT,1.45 Crore,"Katalganj Residential Area, 16 No. Chawk Bazaar Ward, Chattogram",Apartment,3,3,"1,880 sqft", Call, Email
"Apartment For Sale In Khulshi, Near Port City International University",https://images-cdn.bproperty.com/thumbnails/44281-400x300.jpeg,https://www.bproperty.com/en/property/details-1898586.html,BDT,1 Crore,"South Khulshi, Khulshi, Chattogram",Apartment,3,4,"1,650 sqft", Call, Email
"An Apartment Is Up For Sale In Lal Khan Bazaar, Near Janata Bank Limited",https://images-cdn.bproperty.com/thumbnails/25322-400x300.jpeg,https://www.bproperty.com/en/property/details-1861592.html,BDT,80 Lakh,"Lal Khan Bazaar, Chattogram",Apartment,3,4,"1,575 sqft", Call, Email
"Well Developed And Nicely Planned Flat Is Up For Sale In Bayazid, Near Oxygen",https://images-cdn.bproperty.com/thumbnails/56013-400x300.jpeg,https://www.bproperty.com/en/property/details-1820845.html,BDT,60 Lakh,"Gulbag R/A, Star Housing Society, Kulgaon, Bayazid, Chattogram",Apartment,3,3,"1,400 sqft", Call, Email
"Start A New Home, In This 1650 Sq Ft Flat For Sale In South Khulsi, Near Eastern Bank",https://images-cdn.bproperty.com/thumbnails/1060712-400x300.jpeg,https://www.bproperty.com/en/property/details-1759341.html,BDT,1 Crore,"South Khulshi, Khulshi, Chattogram",Apartment,3,3,"1,650 sqft", Call, Email
"At Chatteshwari Road, Ready Apartment For Sale Nearby Chittagong Medical College Hostel Mosque",https://images-cdn.bproperty.com/thumbnails/39629-400x300.jpeg,https://www.bproperty.com/en/property/details-1865529.html,BDT,95 Lakh,"15 No. Bagmoniram Ward, Chattogram",Apartment,3,3,"1,650 sqft", Call, Email
"Apartment Of 2100 Sq Ft For Sale In Muradpur, Near Chittagong Sunshine School",https://images-cdn.bproperty.com/thumbnails/464492-400x300.jpeg,https://www.bproperty.com/en/property/details-1864023.html,BDT,2.2 Crore,"Nasirabad Housing Society, Muradpur, Chattogram",Apartment,3,4,"2,100 sqft", Call, Email
"Check This 1212 Sq Ft, Apartment Ready For Sale At Bayazid Nearby Janata Bank Limited",https://images-cdn.bproperty.com/thumbnails/505425-400x300.jpeg,https://www.bproperty.com/en/property/details-1832288.html,BDT,47 Lakh,"Shyamol Chhaya Residential Area, Chadra Nagar, Bayazid, Chattogram",Apartment,3,2,"1,212 sqft", Call, Email
Worthy 1585 SQ FT residence is for sale at Mehidibag,https://images-cdn.bproperty.com/thumbnails/516850-400x300.jpeg,https://www.bproperty.com/en/property/details-1822241.html,BDT,91 Lakh,"Mehidibag, 15 No. Bagmoniram Ward, Chattogram",Apartment,3,3,"1,585 sqft", Call, Email
